Id,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,GarageArea,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,BldgType,HouseStyle,SaleCondition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM
1,0.6508523254135918,0.3698990922740128,-0.4588672267177723,0.3110267143990188,0.350350626403577,-0.793012341869398,0.7890517346791958,0.9117106980709662,1.0505070760365915,0.877986430601508,0.0,5.0,4.0,208500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,-0.07237200267355982,-0.48272543114444094,0.4666481594422526,0.3110267143990188,-0.061359539766170125,0.2572230452094804,0.7890517346791958,-0.3188035558472019,0.15654010089434936,-0.43022597051375827,0.0,2.0,4.0,181500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0.6508523254135918,0.5145407524967862,-0.3129731756974728,0.3110267143990188,0.6310621033374955,-0.627457995137752,0.7890517346791958,-0.3188035558472019,0.9842873001001292,0.8295341194490907,0.0,5.0,4.0,223500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,0.6508523254135918,0.38322135045242617,-0.6868266814369902,1.649634314128129,0.790131940266716,-0.5213997417627915,-1.026762903959521,0.29645357111188214,-1.8631630651677535,-0.720939837428262,0.0,5.0,0.0,140000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,1.3740766535007436,1.2986508052834,0.19993559742076758,1.649634314128129,1.6977657156863857,-0.04543099490930965,0.7890517346791958,1.5269678250300502,0.951177412131898,0.7326294971442562,0.0,5.0,4.0,250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,-0.7955963307607115,-0.29240745716710753,-0.595642899549303,0.3110267143990188,0.03221095254513604,-0.9482195419303159,-1.026762903959521,-0.9340606828062858,0.7194081963542797,0.4903679413821698,0.0,0.0,4.0,143000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,1.3740766535007436,0.33944821643763945,1.4331962474517368,0.3110267143990188,0.7620607925733242,1.3747148856480897,0.7890517346791958,0.29645357111188214,1.0836169640048228,0.9748910529063426,0.0,2.0,4.0,307000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.6508523254135918,1.0931073933878799,0.11331100462746477,0.3110267143990188,0.05092505100739727,-0.14372888828122438,0.7890517346791958,0.29645357111188214,0.05721043698965578,-0.5755829039710101,0.0,5.0,4.0,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,0.6508523254135918,0.4917025956195062,-0.24002615018732307,0.3110267143990188,-0.02393134284164766,-0.3636057550341915,0.7890517346791958,0.9117106980709662,-1.3334048576760544,-1.6899860604766073,0.0,0.0,0.0,129900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,-0.7955963307607115,-0.8348136830025078,-0.15112196284682805,-1.0275808853300916,-1.2543833167353238,-0.22133248831168337,-1.026762903959521,-0.9340606828062858,-1.0685257539302049,-1.6899860604766073,1.0,1.0,4.0,118000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,-0.7955963307607115,-0.9052313333741212,-0.03942183003441126,-1.0275808853300916,-0.41692741054913357,-0.3170435950159161,-1.026762903959521,-0.9340606828062858,-0.20766866675619378,-0.9632013931903483,0.0,2.0,4.0,129500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12,2.097300981587895,1.53845145249484,0.26832343383653295,1.649634314128129,1.229913254129855,0.0502801117949231,2.6048663733179125,2.757482078948218,1.116726851973054,1.02334336405876,0.0,5.0,5.0,345000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,-0.7955963307607115,-1.1488383400651079,-0.33120993207501026,-1.0275808853300916,-0.5666401982472234,-0.6481522884792078,-1.026762903959521,-1.54931780976537,-0.30699833066088733,-1.1085583266476,0.0,2.0,4.0,144000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
